,index,Full_name,class
1443,2821,منذر حاتم عبدالغني,T
1444,4067,سإهدحنؤافةارقم,F
1445,3741,شفيقدشعيب وليد,F
1446,4092,ناشآ ملطد فنشد,F
1447,4665,فنسخز سسظل برصرص,F
1448,3446,حنشلكعجرم عكاشه,F
1449,4721,مهه ةخظخ زسؤيفس,F
1450,3415,رشيزؤءمرزضي أأيلص,F
1451,3102,معامنة طريأسرافحخ,F
1452,5175,رباح راجك غدنانآ,F
1453,4910,رياف ذاآون سايم,F
1454,4369,هانآتشعيبظجاضرط,F
1455,1142,وسيمه كرم وهاب,T
1456,1852,شيبان فاخر سنان,T
1457,4023,تغآب سنادآجمعاط,F
1458,1206,هائله علوان عبدالرشيد,T
1459,5579,همزسه ساظس ذقئةس,F
1460,2492,نظير اياد حامد,T
1461,5346,اغلب موفدصإهلان,F
1462,862,ركان مشعل عبدالحفيظ,T
1463,4643,فارح وحاتاكدين أزوذئ,F
1464,2639,حنان عقله فياض,T
1465,1472,غريبه ريان جراح,T
1466,3768,توخآق نديإنعزيهذ,F
1467,5166,ضرسآرعيواافصمد,F
1468,96,فليح ادعج مغيره,T
1469,5157,شزلح عؤدظ رفخش,F
1470,5001,منتهي أيامعهغقظب,F
1471,2929,خليوي سلام زاهر,T
1472,1035,نبال صمد جناده,T
1473,5924,ثرءء عمفب ؤعقثة,F
1474,5902,ابوبكر خبيعصهائكأ,F
1475,4572,دنيرسهسمرزدجاوجءش,F
1476,842,ناصر حسني متعب,T
1477,3088,مطثيأنبراهعء قدةضل,F
1478,1796,تقي اشجع هشام,T
1479,3045,ندر برختخكةت,F
1480,1611,رديف عيسي فياض,T
1481,4051,طارق عكلخأسثبيا,F
1482,1837,رشوان مقرن بشار,T
1483,3244,محمود مةفر مهبب,F
1484,414,صديق عبدالرب عبدالمنان,T
1485,4748,رهؤ ضضوحححابم,F
1486,4142,وسيمه كرم وهاطة,F
1487,1834,ناصف عبدالرقيب شديد,T
1488,3334,فكرسه قهطفيمبفجك,F
1489,163,شريفه ساهر فاتح,T
1490,3853,عراج الخختخاازض,F
1491,1573,تغلب بارع عبدالواحد,T
1492,355,عكاشه حنبل سلامه,T
1493,4427,مروي ةطام ادغص,F
1494,5040,افرغيرعمدزلذجدر ززار,F
1495,4132,نجد مدحت اطلبي,F
1496,5833,شغطعهخسأغفعنشد,F
1497,3003,ونيء صرطذآباوثش,F
1498,1629,نظيره رائض اشقر,T
1499,3315,عيي ءكجإجمهند,F
1500,844,مناع ارقم عبدالرزاق,T
1501,632,شموخ حجر اسلام,T
1502,3201,حماد عابض زكريا,F
1503,1300,ناشر عبدالرؤوف معتوق,T
1504,3586,زاسيهاميدغةاوخمعيلز,F
1505,4810,اسامه ةصجه ابلمظ,F
1506,4029,توددذرطفي مجحهص,F
1507,1115,حسين راضي كميت,T
1508,5964,وؤهانآ زيلدتسميك,F
1509,3185,لمدحينبرا فهرظإ,F
1510,2496,ليالي رماح مروان,T
1511,2443,اماره عزت حماد,T
1512,3013,ايبةءعثحقتسثجآإ,F
1513,4348,عبدنلويزاإصحاثآداءفذ,F
1514,5883,فاتنكبعتذ زبيحف,F
1515,3180,قذبسصأديز هاشم,F
1516,4710,شكوضمجوده مزصضدح,F
1517,5004,عددؤطجدإح أءصس عكدع,F
1518,4941,هييره نذهر اححب,F
1519,5758,غزيل حكيمإزيد,F
1520,2166,ضرار علوان صمد,T
1521,5499,متؤجصعآغمئنوشر,F
1522,237,فهده نادر فهد,T
1523,5375,لهيفه فرتاس حمغ,F
1524,5556,مغكزججبراثخمزور,F
1525,5214,داوجي عذبمةحتيد ريفدآ,F
1526,623,افراح ساجر بديع,T
1527,2691,راسخه حمدان مطاع,T
1528,2987,جودت ماهر دعيج,T
1529,1249,سهاد مخلف ادعج,T
1530,1222,شداد سهيل منذر,T
1531,457,ايثار جمعه محمود,T
1532,3203,نوار ظطنر تهمو,F
1533,5992,فتثنلظمين ابراهيإ,F
1534,5739,خونجدإدصناأضضاصرو,F
1535,2901,فريده شافي شكور,T
1536,3664,جمغلذذططسقدسحامغ,F
1537,1835,نشوه فتحي عوف,T
1538,978,عادل ربحي صائن,T
1539,2390,سبع ناشر قثم,T
1540,954,قدري مبروك اكرم,T
1541,5404,علطخشسيد معتد,F
1542,5756,اطجآحعةانتسهإ,F
1543,3258,نوف ساجي عكدالمجيد,F
1544,3438,كاقج غحهشيساكمه,F
1545,1857,ازدهار اشهب صميم,T
1546,2198,نصار مبخوت جودت,T
1547,5427,فئنآلبداأفتاهشمتصوي,F
1548,3217,ابمةحمنصأ نافت,F
1549,4049,اسهاأهسءجصذشوإي,F
1550,4902,مغفقذوصض ئاحمر,F
1551,5213,اياآياصلذضسيجت,F
1552,3551,اشهب حاشد سفذان,F
1553,3778,سميع إزاع صلاب,F
1554,3968,ساموهءوإاءالدفنآئلضل,F
1555,2560,محبوب نسيم ربيح,T
1556,5460,ابثم صبيح رذيق,F
1557,3591,حعشل رافذ ءثون,F
1558,4460,فهدإعراب عبدايقادطغ,F
1559,2177,فصيحه ايوب عائذ,T
1560,572,عبدالحكيم لبيد فالح,T
1561,5917,وفاء لبابضنديم,F
1562,820,مسفره زبير اشيم,T
1563,5332,خزنهحزاهد زيدعنث,F
1564,5452,فدأفحطئت ثسكعخ,F
1565,3977,جلهغث ماضد فكمالدؤم,F
1566,3925,اضإةضظعذي بلهيو,F
1567,2933,زاهي برد ايسر,T
1568,4699,هكاءطنروةطفهووض,F
1569,4562,رحمهبريشضشسحخدو,F
1570,1212,عجرم ناصف صفوان,T
1571,4849,مقبله نزار حاان,F
1572,2185,غزل عبيده باشق,T
1573,426,اسلم مكتوم هريره,T
1574,2573,راسم عبدالظاهر رشوان,T
1575,2606,توفيق رافت عويس,T
1576,421,داود مصعب جبل,T
1577,3483,روشل ازراهكممطمكرث,F
1578,1759,حزام سامح عويس,T
1579,413,فاتن عليان مسفر,T
1580,3534,نشاتجمجذدرةويبأ,F
1581,1432,جود عبدالمطلب قصي,T
1582,5789,صؤإح ظقكيأعائدح,F
1583,340,روان اسحاق منذر,T
1584,1271,لبيد كهلان عبدالعليم,T
1585,4804,شخفيتتوإة جائرح,F
1586,5210,رافقه مثاب عبدالأكور,F
1587,3328,صجيهءعإفاو نبرهأ,F
1588,2231,مطاع غالب دريد,T
1589,399,اغيد بكر نصير,T
1590,5775,زاهيبمعاويه عبداللمفد,F
1591,849,داني فهمي رشيد,T
1592,522,ميمونه ساجع سحيم,T
1593,3926,عبدشلبازط سلطضن ذباخ,F
1594,761,نورا ارغد ثابت,T
1595,2908,باسم كاسب كرم,T
1596,5395,صفوان شماخ عبدالباقظ,F
1597,2843,انوار ابوبكر عجرم,T
1598,3916,رشاو خليل صزط,F
1599,4295,شاهفزاحزد قائال,F
1600,5591,جنن سرثخ خزوهنخ,F
1601,3290,سأمفجضاؤر معد,F
1602,4211,صوفخأكان كطسب,F
1603,430,عبدالنور ركين فطين,T
1604,889,علاء داني بكري,T
1605,3294,بردبلةاحثسليم,F
1606,110,نورس ضاوي عايض,T
1607,4973,رهآرلثديرررغاته,F
1608,3727,عبحرثه غبدحلحيسمدتؤ,F
1609,84,حافظ اريب باشق,T
1610,625,جليل سعيد امجد,T
1611,3670,صاغد ةساآدتططدذجباقفن,F
1612,5813,صصيقجخبهإ شمسةلنين,F
1613,5737,رامط هاني ناميق,F
1614,3758,اصيتد فوزن مناف,F
1615,4999,شفةد خغةبثعفان,F
1616,2723,شيبه عبيده عبدالرحمن,T
1617,4490,نعماش اغذي قاسؤ,F
1618,4342,صعيمباسدمعرغيلضاوط,F
1619,4085,وليفا اايم غبدالإاسطض,F
1620,4175,غلاو مجيش عشدضلرلعم,F
1621,944,عبدالقدوس شعيب مؤيد,T
1622,3464,بئيره نسيبظمارسال,F
1623,1075,اميمه وديع عبدالحكيم,T
1624,1301,سعده حكيم مخلص,T
1625,2131,مروان فاروق اكبر,T
1626,672,نجوانه عامر شبيب,T
1627,5808,نخدذهحنبيوإباذآ,F
1628,1912,ازهار تواب هيثم,T
1629,3739,مجثء ضاهر مالك,F
1630,2138,صديق مجير عبدالجليل,T
1631,1342,صميم اسد عبدالحفيظ,T
1632,5586,مرشخ عريبأمسزمه,F
1633,1102,مجيده نبال مغيث,T
1634,5527,صئؤرنإغوافةأإضي,F
1635,797,ولهانه معصوم رفيع,T
1636,3000,نزيكفإدذيم غتوظ,F
1637,4967,عليخ زدظي ضنانق,F
1638,4217,رححه رشيق نصجح,F
1639,3177,جود بؤآفه بنيم,F
1640,2202,محرز رشوان برهان,T
1641,5724,نغئي حلرباصظظت,F
1642,933,نضال مشعل كهلان,T
1643,3473,اابننطي حزةانحلوفهي,F
1644,5711,غيث ههيمبصهذغ,F
1645,3389,ميفجنةقائل شديد,F
1646,5225,جبله يلاق حدنان,F
1647,3737,شيغبغ ةاهز سدلمن,F
1648,564,حفص شاكر بكري,T
1649,3149,متزيآساآقبيبوؤ,F
1650,277,عطاء متعب عنبر,T
1651,4789,جررحئقصهرؤةاكإ,F
1652,2966,رفيده جوده فواز,T
1653,870,مرتجي زاخر سراج,T
1654,4272,واغفسضحوأغرآط,F
1655,2516,ارغد ادعج فتح,T
1656,1356,سعاد منقذ محسن,T
1657,2501,ساجر امير نوار,T
1658,4903,خضربضفرل ئجيشط,F
1659,1146,صادح مطاوع بادي,T
1660,4203,ططرنإآهاصففةاض,F
1661,1570,راضي عنتر حكيم,T
1662,500,سنان مشاري سلمه,T
1663,2401,سلام جليل جبران,T
1664,4987,هعير مءمودفغيثع,F
1665,5205,جإطربسعكغ عبشافمطغب,F
1666,5750,سليم بظيغ طبلالوذسدج,F
1667,2372,ناصحه اسماعيل عبدالظاهر,T
1668,1665,فيروز رسول هريره,T
1669,2136,جويريه مصعب عويس,T
1670,4534,جميراضشهأيوهديإ,F
1671,5849,سطائاصآيش ءفيرآ,F
1672,753,مشعل سميح كاظم,T
1673,5846,خله رائضأفأيه,F
1674,3284,عناذؤاكيي ابانغ,F
1675,5009,عباده حاؤترعطا,F
1676,924,ريماس تيم وسيم,T
1677,162,سجي فتيح عون,T
1678,5645,ظكار جحيد غلشهكذ,F
1679,1200,معينه غازي شديد,T
1680,4065,عبوده جواس كطيم,F
1681,5728,شغسؤ طحندهرضا,F
1682,1218,حسن قدامه مرشد,T
1683,2828,زينب زهير صابر,T
1684,4949,هبار رصيسةثوقح,F
1685,3345,مي محجنمادغمق,F
1686,1076,بسيمه قاسم قسيم,T
1687,5336,مسشإثانكأفخ عبحائصحإع,F
1688,3919,نهشاز دثذبخعبداكجمؤآ,F
1689,5685,حوحيه قتيبه ثنطانل,F
1690,4521,مرةدكجاوم مطثجد,F
1691,1109,مبرور ذعار باسق,T
1692,1255,هانئ مبارك عبدالقدوس,T
1693,2022,كامل هاشم سامح,T
1694,2949,سويد لطفي غفار,T
1695,2192,براء فاروق نسيب,T
1696,3143,فهومه عفف ضايئر,F
1697,4803,زيعاؤإنحيآ هآيره,F
1698,1833,بديعه مطلب غلام,T
1699,4609,نيةبشرسوإآةيب,F
1700,5285,مبظوك اعسر باسم,F
1701,4237,فرحات حبرور عبدالؤجك,F
1702,2332,خزنه زاهد زيدان,T
1703,5424,ساإمحخاظمذغحنفث,F
1704,4112,كاآلض زياغجوجاج,F
1705,3999,نجصركططذبصمعصف,F
1706,3235,بكاك عبدرقه خجاضي,F
1707,3511,ناغرذشطاغخغلبل,F
1708,420,عاطفه جدعان امان,T
1709,4210,نورسثجاسمخعتابه,F
1710,597,هريره شجاع لطيف,T
1711,3259,ناؤته عون نامن,F
1712,5803,فاتئ تإخب فحشمغ,F
1713,1177,معتضد قاسم قسام,T
1714,396,علي سيد شاكر,T
1715,2487,باسق فارس كميت,T
1716,2187,جواد عبدالجبار محسن,T
1717,2422,نزيهه حنشل سامح,T
1718,1376,ديمه صقر عبدالرشيد,T
1719,4346,عئظهتخلإصؤكابز,F
1720,1197,عنبر نشمي غازي,T
1721,4573,تغلب بارعضعبدارواحد,F
1722,4016,بظجح قدرء زبؤق,F
1723,2992,فتون امين ابراهيم,T
1724,1281,مجيب هائل حاشد,T
1725,4209,تكاضر كاشس قوداعمجءد,F
1726,4235,نذصحهيمةذر قظاع,F
1727,2034,عوف نوح عارف,T
1728,1503,حوريه قيس فارض,T
1729,5822,عبدتلعلذمةظدج صلمهو,F
1730,1911,قصي فرج امام,T
1731,5041,مزئأظلحواج ةعيج,F
1732,4732,زايإ ذضكرئسطفيك,F
1733,1228,باسله اشهب نضال,T
1734,3212,مأرظهتئائبريهقأ,F
1735,5456,مغيث ذيكظ عبدضلهاديغ,F
1736,1905,ازدهار زاخر عبدالرقيب,T
1737,3070,غلام أخدنتسلامء,F
1738,4477,يسري ابخنأدحكح,F
1739,3191,جهي نةيط يقع,F
1740,1443,منان عجرم مشتاق,T
1741,4311,اخزؤ ضل مائر,F
1742,161,ايوب هادي وليد,T
1743,1560,صمود حسني مسلمه,T
1744,1897,احلام مجدي صدام,T
1745,1338,محرز مبروك مكين,T
1746,3660,فاخءعئنصدرحوجءو,F
1747,3312,يعقوهومحبوب فحاج,F
1748,1688,رضا عبدالعزيز تيسير,T
1749,739,مجدي ضاهر مالك,T
1750,4841,كعب عارسكءصرتق,F
1751,308,ادريس شيبه جوده,T
1752,1692,العنود احمد شافع,T
1753,1409,منذر اسمر عايض,T
1754,2381,مخلص مدلج عبدالصمد,T
1755,3692,تحخخكزراسلشؤذيج,F
1756,2015,خليوي منير سليم,T
1757,3908,طاظح كجر بهجت,F
1758,5074,نذفل يخومنخحنشل,F
1759,3400,فاتح آموح ذغكول,F
1760,4301,سعده حكيم مخؤص,F
1761,3818,ربيع ناهي موفم,F
1762,4104,سمفع ؤصأأععبآظكثليهؤ,F
1763,5089,شدقحصجيم حغيذع,F
1764,5740,هاجئزبطاح فبدالوشضد,F
1765,4024,اذتقاز ذبدثدخالندفؤبحإ,F
1766,1460,فهد عراب عبدالقادر,T
1767,5290,عكرمه قدامه اهنل,F
1768,4363,نوبءهمبئلعغغان,F
1769,4481,شكريه نطئؤأكاجعأ,F
1770,4816,فارفتاطير ريان,F
1771,2978,طريفه مزن ثائر,T
1772,3941,مقفه اعسرآنجشرب,F
1773,2511,قابوس منقذ عاكف,T
1774,4723,غعنفس مقبلصلبيض,F
1775,5722,نجده راشق قكيقت,F
1776,2911,مسيب عبدالرحمن مهيب,T
1777,3130,اكطب وقيب صةغه,F
1778,4922,مإهدسءيمت شمي,F
1779,42,مطر اغيد امان,T
1780,142,صبيح بطرس ظفار,T
1781,3042,مآر اغيدضاظلن,F
1782,2629,نجم سعد نوح,T
1783,1401,ادغم ربيع حسون,T
1784,442,سمعان انور فادي,T
1785,3748,لءثمهبظلؤ رئآو,F
1786,2836,ادريس عز وائل,T
1787,700,شداد راجح مصلح,T
1788,4708,هظظئؤآئبداقإؤنج ةعغطيف,F
1789,1682,حميد هواري ساجي,T
1790,3647,كنزح اسظاق كمييت,F
1791,5280,منةل مامون ناجضع,F
1792,1527,راشد عون سادن,T
1793,2617,لهيفه رديف مرتجي,T
1794,4632,فرئضقاهر شاهرط,F
1795,2271,عياش وليف متعب,T
1796,4033,سؤقص رراايدؤوارت,F
1797,2955,انس مناف عبدالحي,T
1798,2537,عكرمه منير نظمي,T
1799,5032,داناا ؤندتننقثك,F
1800,77,علاءالدين شماخ زهير,T
1801,198,غزل نورس تيسير,T
1802,3352,ركفبمتطب نظسؤآ,F
1803,4915,رإحيغنصفهريمنوزأ,F
1804,5600,مباد راسم رابحح,F
1805,3091,عرعديذردر ذهاقن,F
1806,53,نوال كليم رفاعي,T
1807,5703,لنثا حزمإشجخعل,F
1808,1590,هواري ربيع خلدون,T
1809,5117,مامد سرما ضلاظ,F
1810,3434,مبخوتؤكضطببجيدك,F
1811,1658,مصعب عز ضاري,T
1812,332,صمصام نعمان صفوان,T
1813,2036,نعيم هاني شافع,T
1814,1289,غنيم بطرس مدحت,T
1815,716,رغد رابح ضرام,T
1816,5702,اطتدالزلدعيظمنؤق,F
1817,5590,شافي هائل قمعطنأ,F
1818,4805,ناشر امان دامد,F
1819,769,كعب نشات عليان,T
1820,4991,الضثنإ سبزؤزمكلؤبعبزاه,F
1821,3637,منةآأ درأثتشآلهني,F
1822,3678,ايهشظةسؤغمثثهص,F
1823,1890,شاكر اشهب مغيث,T
1824,1551,اباء راجي عز,T
1825,3834,تمخم مءيئ ءحامي,F
1826,1496,تغلب مصعب حسن,T
1827,424,عنتر قدري موفق,T
1828,2618,سدر ساري ساطع,T
1829,4856,رماض فتي حثات,F
1830,2285,مبروك اعسر باسم,T
1831,1706,عبدالجميل داود ساجر,T
1832,4977,عبدالاميحفظئثم بشذقن,F
1833,4396,شافع طالص عائتز,F
1834,3673,عياء فعمسصؤخ,F
1835,801,عيضه جودت عزت,T
1836,2984,نصر سيف راكان,T
1837,3561,صائن حتعب دهيم,F
1838,3766,غذج عشذضضنستإ,F
1839,1742,نسيم ماهر عبدالحليم,T
1840,3988,اشؤم اأاش نثزفه,F
1841,719,مرحب قصي ادم,T
1842,4093,بحساا ذياتجنؤزشط,F
1843,2720,هشام ميلاد تمام,T
1844,5524,وحدءآوظلدخارير,F
1845,5284,لباب مدفر كبدضزحإيظ,F
1846,367,رامز مظفر مغوار,T
1847,1000,رفيف مبخوت رسمي,T
1848,3898,غصإا طةشدي ةاتد,F
1849,3886,هوبرء بكار زطمرل,F
1850,1923,عذاري ماهر اشهب,T
1851,5158,صمننكوثإق سعذد,F
1852,4330,نسيو افأم عازمص,F
1853,2174,مفتاح طموح معتصم,T
1854,1171,رجاء الخضر ناهي,T
1855,532,نشمي ايسر خلدون,T
1856,322,كنزي دغيم رضا,T
1857,3118,عبقالةاقف عقظر ئاآسل,F
1858,129,ايات شفيق اكثم,T
1859,5987,جودح جاهرفدعيجن,F
1860,521,رشيق ادغم عبدالودود,T
1861,1843,خليفه كنان سعيد,T
1862,2872,فطين نافع سيار,T
1863,3314,عزدذصطظيبينعان لراد,F
1864,5765,طيب اآسر غسان,F
1865,1792,منيره غفار فادي,T
1866,1951,تامر قدامه عبدالعزيز,T
1867,4098,اسرد خجدوةخخدح,F
1868,4182,زغلصع ضيف ئظواف,F
1869,3969,كتتيا غكورزآأأرق,F
1870,693,عجرم مطيع نصره,T
1871,3408,غغيبةهعطف ذعثح,F
1872,3879,سييم غضرره راسخع,F
1873,1438,رضا غزوان شافي,T
1874,5800,عباده معاذ كزهرق,F
1875,4703,خلموزةةيصوتمدول,F
1876,3187,شهقادسإحص صزضع,F
1877,4939,عدلي مبهوت مجيد,F
1878,4011,امتثال جندل زحخر,F
1879,5403,افراحمميثم عشير,F
1880,3198,غهح نونم تجطيثئ,F
1881,3529,عندالشرمميمحطت ؤهم,F
1882,5490,ربيع شضعد خشيم,F
1883,1918,نجيب منتصر ممدوح,T
1884,2061,جابر اسمر فارس,T
1885,386,لطيفه سداد عبدالرقيب,T
1886,5988,كامق فرحان اءيل,F
1887,4091,مقتدي ءخا اظآسز,F
1888,1620,عراد مرحب عازم,T
1889,2647,شبل ذاكر ثواب,T
1890,2576,راسم عبدالرحيم عبدالرزاق,T
1891,145,كلاب عبدالسلام باسط,T
1892,5855,رسكيه قأهروشديد,F
1893,538,شريفه صادح اويس,T
1894,3721,سذطان بصتة تزي,F
1895,3424,عنئةرؤدري غوفقط,F
1896,5562,الفت عبدالحميد سوينغ,F
1897,3985,وسذمهدءاكرأمديع,F
1898,1640,ساجر مدحت تليد,T
1899,1355,محمد رافع شماخ,T
1900,1866,خلود ادم فرحات,T
1901,2272,هجرس عبدالحميد عبدالغني,T
1902,1179,شفيق عنبر ازور,T
1903,2883,فاتن نعمت صبيح,T
1904,4328,بطاحعرماح غطوخ,F
1905,5443,اإاكه عؤت حغفطو,F
1906,143,فهيمه عوف وديع,T
1907,3375,عذرفتهثود ذطور,F
1908,5769,غإفانإإريب ؤضانة,F
1909,4580,اححادزهاظذاسمأرم,F
1910,3875,اعسربذائض رصطنو,F
1911,253,حسان عرفات ايوب,T
1912,4611,رديدوعيسي فياضئ,F
1913,2230,ضاري عبده فوزي,T
1914,4545,اأتاهخهماخ شظؤظ,F
1915,1669,ريحانه رغيد عنتره,T
1916,4504,شاةره عبدالخني مجيو,F
1917,4634,فقوجعظنيظ طامسا,F
1918,2236,رضا فيضي عدنان,T
1919,1797,مدثر عائض مروان,T
1920,2964,ولهانه زياد سميع,T
1921,644,حامد قاهر مرشدي,T
1922,171,دحام ذياب نصيف,T
1923,5162,وؤيدثإابي ءوابث,F
1924,5620,ابرار عخال قطب,F
1925,5818,مرح مخلد ناةر,F
1926,4990,مطاعه مطذق مصطفي,F
1927,356,نورا عقيل عدي,T
1928,2076,عارف نعمت غضنفر,T
1929,578,فاروق نعيم عاطف,T
1930,4417,مقيدقثشاعةائهش,F
1931,4515,بارظه حفآت هاجدز,F
1932,3144,رآفعبعشفغزقهرمؤي,F
1933,382,ضرار مسلم ادغم,T
1934,3864,رزان نعاظضمجاور,F
1935,4491,قطظجؤصخش ةروأض,F
1936,23,عبدالغني رفاعه سراج,T
1937,3587,خوخكدهسئعان وةأةميثم,F
1938,5936,التجثمخنزمي صةداجهطيفة,F
1939,501,عمار حمزه جبر,T
1940,2207,زايد اغلب رائف,T
1941,1357,هاشم مسفر راجي,T
1942,748,ليث هبيره رافت,T
1943,1398,غلاب يعقوب عادل,T
1944,2340,علاء عليان عبدالفتاح,T
1945,2417,سديم محسن رائض,T
1946,771,عزب خليوي عتاب,T
1947,2079,افكار رجب فرحات,T
1948,4021,اصرخظتشكورمفخخت,F
1949,718,رهيفه شكور فراج,T
1950,5616,سمخ غيغثصروفيأ,F
1951,729,عبدالحفيظ سميع مجير,T
1952,5199,اصبر منذر مظهر,F
1953,642,ريم مطيع فرناس,T
1954,5526,رضث طدءضشسلياح,F
1955,1151,هبيره عازم كنان,T
1956,2574,اطياف محبوب مخلد,T
1957,4263,سلامه أصظنضذصطع,F
1958,4859,عبودآ ثبل ائهتط,F
1959,4528,تآرقدندوظضتلك,F
1960,3320,احلءم شحدايبصير وفيق,F
1961,5714,عهودإخقلومزلحي,F
1962,1784,جويريه حمزه عمر,T
1963,80,فائق نجدت كمال,T
1964,2524,ولاء وليد اريب,T
1965,5331,اكغف زئصلهدلنانأ,F
1966,4241,انذججدتفلجوا هلؤء,F
1967,4790,وماء احسان جلاحي,F
1968,200,لؤي ازهر راجح,T
1969,3585,قاد رإصراثجتأ,F
1970,5881,اسلاق فيضيفضاهتض,F
1971,412,جويريه رافي راجح,T
1972,2027,اكرم مصباح كليب,T
1973,4488,ايهاب طركثزغامك,F
1974,2095,الهنوف ولاءالدين غنيم,T
1975,1894,عبدو مجدي كاظم,T
1976,4421,ادكجكطريزطرصمم,F
1977,765,اسماء فليح شماخ,T
1978,5396,لطجف رافق مسأين,F
1979,4736,رغز عديل سملع,F
1980,5172,رشيؤه آشخءئفباآ,F
1981,951,عريب اياد فاتح,T
1982,4744,ادعج آسمي زفوقج,F
1983,5067,نضر عبدفلقيآمئمعصومب,F
1984,1191,عمير شاهر عبدالجبار,T
1985,2641,فليح صارم منصور,T
1986,4118,مشسل نوفلآرءجي,F
1987,1633,مشتاق منقذ مرتجي,T
1988,2510,ناهل دهيم منصف,T
1989,2250,غفار راضي احسان,T
1990,5130,شفطؤعسعصلقادقدعواس,F
1991,2586,مرشد عريب مسلمه,T
1992,767,عائشه عقيل عون,T
1993,1816,فارس اخضر ريان,T
1994,960,ليالي ناهل رفيع,T
1995,2334,وليفه ماضي صادر,T
1996,517,اسيل اغيد مازن,T
1997,2916,عطا لبيب دحام,T
1998,1994,هادي عشير ملهم,T
1999,259,ناشئه عون نامي,T
2000,569,عقال منيب شوقي,T
2001,1257,نورهان ضاهر ربيح,T
2002,4140,فافرسزظير خهنعس,F
2003,159,اجاويد عبدالصمد سمعون,T
2004,850,ولهانه عدي سحيم,T
2005,2343,رزين غزوان لبيد,T
2006,3612,عآوخج دوربه ثزاغد,F
2007,1483,فرحان مظفر حصيف,T
2008,3313,فجاكتؤحراضمذخش,F
2009,1657,رابعه حمزه عمار,T
2010,666,هشام راغد عباده,T
2011,1059,كبري رغال زهير,T
2012,744,سطام طارق معن,T
2013,1998,ريفان مدلج اشرف,T
2014,215,ساعد نوح راسم,T
2015,4560,صسوثشقسضؤتمسلرهم,F
2016,754,سلطان وائل جليل,T
2017,3729,عبخهطحفدح زميع مجكرص,F
2018,2129,ابراهيم فارض لطفي,T
2019,5717,فائق بزهر عبدالحمثج,F
2020,670,صاعد مساعد عبدالباقي,T
2021,3255,وجنانعمزهر بدتع,F
2022,1046,عبدالقيوم ثواب مطلق,T
2023,1269,عيد سارح عزت,T
2024,5267,عغفر ءاخر قاعو,F
2025,4727,موهبض كءدكزةتيمق,F
2026,2804,شريفه كامل ناهض,T
2027,1393,ياسر مالك نواس,T
2028,4719,اشةآ نومتعقعسص,F
2029,4686,عزدأنزيداسصفؤاضظ,F
2030,3960,ليالج ناهذ رفيع,F
2031,5006,دعباءاعكاشه كفاثو,F
2032,4821,لؤي فاضل جلاش,F
2033,4371,نصوحمفنئبهرظإجك,F
2034,605,عبدالغفور ازور خويلد,T
2035,4824,رؤوف ساوود وسدمو,F
2036,1489,عبدالمجيد مرداس فهمي,T
2037,3787,عالضظعبشل توي,F
2038,3998,ناصيفضمعلوف عوض,F
2039,5512,تظاطي خئهث تليد,F
2040,148,وسام مزن اديب,T
2041,3833,اثيؤءةبابصشآهخح,F
2042,3848,سعلمئعكرينمهءرجك,F
2043,5018,فنو نذمع عبدنلفآيمض,F
2044,4709,نجوعحع تبدالععيجفرسمي,F
2045,2030,صلاح وهبه فراج,T
2046,3959,مهئئغقئدر مطاب,F
2047,2819,ضيغم حازم حازم,T
2048,5235,افراح آطا عديح,F
2049,3253,حباا عروات ايوب,F
2050,5913,ساتاخسويمزبلءننئ,F
2051,4196,ربس قاييعقصخرد,F
2052,1448,منتصر عبدالحليم جرير,T
2053,777,سعيد مشتاق رجب,T
2054,4031,راغبدمسعنن ضادز,F
2055,2561,عبدالرحمن اسمر جامع,T
2056,2303,منتظر شامخ مظهر,T
2057,5555,تهشمك قعيج ؤافانق,F
2058,4404,رآشخصصهيب عيسه,F
2059,3508,سرر مسطمهظعؤوهذ,F
2060,4019,سلفار دخورأحسإن,F
2061,1240,مطيعه طاهر مدرك,T
2062,4585,رصهنهغخليمي لؤي,F
2063,5440,كئيث زرخة صلبو,F
2064,1656,لين كلاب حسان,T
2065,1712,منذر حجاج ركان,T
2066,2505,خويلد كنان اديب,T
2067,830,حازم تركي بشر,T
2068,2566,ادغم ساهر رغيب,T
2069,236,صبا سادن مجيد,T
2070,3041,تقاضإزؤفرد صبترلنوئ,F
2071,5419,ورد إمرةعاسطص,F
2072,791,لطيف طاهر ادم,T
2073,3750,حصه مؤسغ وهمأ,F
2074,3663,سقمسلحنبذ آقاح,F
2075,5888,نسههثاآءفثكسات,F
2076,2206,سامر سيف عبدالمنان,T
2077,2766,انوار رغيد مهيوب,T
2078,853,عفان فلوح رابح,T
2079,5647,شبل ذاكع خصاعو,F
2080,5622,عائذه عرفاتذمعتوفه,F
2081,5038,مهطب ذراتجعضال,F
2082,4907,نجوانذ طموح فضل,F
2083,2478,حمدون خويلد عبوده,T
2084,4705,سةؤيه عبضالؤاحدسيزظالئلال,F
2085,1810,اسامه نصره اسلم,T
2086,4861,لطفي اريب عئاس,F
2087,5268,رحأل بهجم زتريا,F
2088,1997,عنبر مناحي الخضر,T
2089,2360,بسام قابس حزام,T
2090,4340,امعه شكرمنمسيب,F
2091,4136,بغظةقجواعض اءاث,F
2092,2563,زهور عبوده تركي,T
2093,3065,رقيه هثةل ائؤشرت,F
2094,1785,اسامه علي فتحي,T
